problem,solver,run,conv,time_ms,nit,stage
Beale_2D,v74a,24,1,150.0,0,homotopy_direct
Beale_2D,v74,24,1,150.0,0,homotopy_direct
Beale_2D,v54,25,1,1.0,24,direct_newton
Beale_2D,v71,25,1,1.0,24,direct_newton
Beale_2D,v74a,25,1,1.0,24,direct_newton
Beale_2D,v74,25,1,1.0,24,direct_newton
Beale_2D,v54,26,1,49.4,0,homotopy_direct
Beale_2D,v71,26,1,48.0,0,homotopy_direct
Beale_2D,v74a,26,1,145.0,0,homotopy_direct
Beale_2D,v74,26,1,141.1,0,homotopy_direct
Beale_2D,v54,27,1,55.0,0,homotopy_direct
Beale_2D,v71,27,1,54.0,0,homotopy_direct
Beale_2D,v74a,27,1,157.0,0,homotopy_direct
Beale_2D,v74,27,1,159.5,0,homotopy_direct
Beale_2D,v54,28,1,41.0,0,homotopy_direct
Beale_2D,v71,28,1,42.0,0,homotopy_direct
Beale_2D,v74a,28,1,137.0,0,homotopy_direct
Beale_2D,v74,28,1,139.0,0,homotopy_direct
Beale_2D,v54,29,1,37.0,0,homotopy_direct
Beale_2D,v71,29,1,33.0,0,homotopy_direct
Beale_2D,v74a,29,1,131.0,0,homotopy_direct
Beale_2D,v74,29,1,135.6,0,homotopy_direct
Beale_2D,v54,30,1,47.0,0,homotopy_direct
Beale_2D,v71,30,1,47.0,0,homotopy_direct
Beale_2D,v74a,30,1,140.0,0,homotopy_direct
Beale_2D,v74,30,1,146.0,0,homotopy_direct
Beale_2D,v54,31,1,47.0,0,homotopy_direct
Beale_2D,v71,31,1,47.0,0,homotopy_direct
Beale_2D,v74a,31,1,141.1,0,homotopy_direct
Beale_2D,v74,31,1,139.9,0,homotopy_direct
Beale_2D,v54,32,1,47.0,0,homotopy_direct
Beale_2D,v71,32,1,48.0,0,homotopy_direct
Beale_2D,v74a,32,1,137.1,0,homotopy_direct
Beale_2D,v74,32,1,136.9,0,homotopy_direct
Beale_2D,v54,33,1,45.0,0,homotopy_direct
Beale_2D,v71,33,1,46.0,0,homotopy_direct
Beale_2D,v74a,33,1,140.5,0,homotopy_direct
Beale_2D,v74,33,1,138.0,0,homotopy_direct
Beale_2D,v54,34,1,55.2,0,homotopy_direct
Beale_2D,v71,34,1,54.0,0,homotopy_direct
Beale_2D,v74a,34,1,149.0,0,homotopy_direct
Beale_2D,v74,34,1,153.0,0,homotopy_direct
Beale_2D,v54,35,1,49.1,0,homotopy_direct
Beale_2D,v71,35,1,47.9,0,homotopy_direct
Beale_2D,v74a,35,1,145.0,0,homotopy_direct
Beale_2D,v74,35,1,149.0,0,homotopy_direct
Beale_2D,v54,36,1,53.0,0,homotopy_direct
Beale_2D,v71,36,1,50.0,0,homotopy_direct
Beale_2D,v74a,36,1,147.5,0,homotopy_direct
Beale_2D,v74,36,1,146.5,0,homotopy_direct
Beale_2D,v54,37,1,50.0,0,homotopy_direct
Beale_2D,v71,37,1,48.0,0,homotopy_direct
Beale_2D,v74a,37,1,144.0,0,homotopy_direct
Beale_2D,v74,37,1,143.0,0,homotopy_direct
Beale_2D,v54,38,1,56.0,0,homotopy_direct
Beale_2D,v71,38,1,55.4,0,homotopy_direct
Beale_2D,v74a,38,1,156.0,0,homotopy_direct
Beale_2D,v74,38,1,150.0,0,homotopy_direct
Beale_2D,v54,39,1,47.0,0,homotopy_direct
Beale_2D,v71,39,1,48.0,0,homotopy_direct
Beale_2D,v74a,39,1,144.0,0,homotopy_direct
Beale_2D,v74,39,1,137.0,0,homotopy_direct
Beale_2D,v54,40,1,52.0,0,homotopy_direct
Beale_2D,v71,40,1,54.2,0,homotopy_direct
Beale_2D,v74a,40,1,152.0,0,homotopy_direct
Beale_2D,v74,40,1,145.0,0,homotopy_direct
Beale_2D,v54,41,1,47.1,0,homotopy_direct
Beale_2D,v71,41,1,48.9,0,homotopy_direct
Beale_2D,v74a,41,1,140.1,0,homotopy_direct
Beale_2D,v74,41,1,139.9,0,homotopy_direct
Beale_2D,v54,42,1,48.0,0,homotopy_direct
Beale_2D,v71,42,1,50.0,0,homotopy_direct
Beale_2D,v74a,42,1,148.0,0,homotopy_direct
Beale_2D,v74,42,1,149.0,0,homotopy_direct
Beale_2D,v54,43,1,55.0,0,homotopy_direct
Beale_2D,v71,43,1,58.0,0,homotopy_direct
Beale_2D,v74a,43,1,150.0,0,homotopy_direct
Beale_2D,v74,43,1,150.6,0,homotopy_direct
Beale_2D,v54,44,1,48.0,0,homotopy_direct
Beale_2D,v71,44,1,52.0,0,homotopy_direct
Beale_2D,v74a,44,1,143.0,0,homotopy_direct
Beale_2D,v74,44,1,142.0,0,homotopy_direct
Beale_2D,v54,45,1,1.0,18,direct_newton
Beale_2D,v71,45,1,1.0,18,direct_newton
Beale_2D,v74a,45,1,1.0,18,direct_newton
Beale_2D,v74,45,1,1.0,18,direct_newton
Beale_2D,v54,46,1,57.0,0,homotopy_direct
Beale_2D,v71,46,1,57.3,0,homotopy_direct
Beale_2D,v74a,46,1,150.1,0,homotopy_direct
Beale_2D,v74,46,1,150.0,0,homotopy_direct
Beale_2D,v54,47,1,48.0,0,homotopy_direct
Beale_2D,v71,47,1,49.0,0,homotopy_direct
