problem,solver,run,conv,time_ms,nit,stage
Beale_2D_XE,v71,10,1,865.4,29881,hgca_cma_refined
Beale_2D_XE,v54,11,1,898.9,33202,hgca_cma_refined
Beale_2D_XE,v71,11,1,853.6,33202,hgca_cma_refined
Beale_2D_XE,v54,12,1,779.3,28378,hgca_cma_refined
Beale_2D_XE,v71,12,1,819.5,28378,hgca_cma_refined
Beale_2D_XE,v54,13,1,803.7,31146,hgca_cma_refined
Beale_2D_XE,v71,13,1,905.4,31146,hgca_cma_refined
Beale_2D_XE,v54,14,1,766.3,26930,hgca_cma_refined
Beale_2D_XE,v71,14,1,737.9,26930,hgca_cma_refined
Beale_2D_XE,v54,15,1,836.7,30754,hgca_cma_refined
Beale_2D_XE,v71,15,1,750.1,30754,hgca_cma_refined
Beale_2D_XE,v54,16,1,806.8,30450,hgca_cma_refined
Beale_2D_XE,v71,16,1,884.3,30450,hgca_cma_refined
Beale_2D_XE,v54,17,1,811.2,30034,hgca_cma_refined
Beale_2D_XE,v71,17,1,865.5,30034,hgca_cma_refined
Beale_2D_XE,v54,18,1,854.3,29426,hgca_cma_refined
Beale_2D_XE,v71,18,1,853.1,29426,hgca_cma_refined
Beale_2D_XE,v54,19,1,1006.9,32146,hgca_cma_refined
Beale_2D_XE,v71,19,1,924.1,32146,hgca_cma_refined
Beale_2D_XE,v54,20,1,798.9,29626,hgca_cma_refined
Beale_2D_XE,v71,20,1,837.8,29626,hgca_cma_refined
Beale_2D_XE,v54,21,1,887.6,29642,hgca_cma_refined
Beale_2D_XE,v71,21,1,950.9,29642,hgca_cma_refined
Beale_2D_XE,v54,22,1,772.7,30458,hgca_cma_refined
Beale_2D_XE,v71,22,1,875.0,30458,hgca_cma_refined
Beale_2D_XE,v54,23,1,836.1,32010,hgca_cma_refined
Beale_2D_XE,v71,23,1,815.0,32010,hgca_cma_refined
Beale_2D_XE,v54,24,1,819.3,29986,hgca_cma_refined
Beale_2D_XE,v71,24,1,783.7,29986,hgca_cma_refined
Beale_2D_XE,v54,25,1,652.4,26402,hgca_cma_refined
Beale_2D_XE,v71,25,1,745.4,26402,hgca_cma_refined
Beale_2D_XE,v54,26,1,734.3,29658,hgca_cma_refined
Beale_2D_XE,v71,26,1,735.1,29658,hgca_cma_refined
Beale_2D_XE,v54,27,1,608.4,30322,hgca_cma_refined
Beale_2D_XE,v71,27,1,790.2,30322,hgca_cma_refined
Beale_2D_XE,v54,28,1,732.1,30674,hgca_cma_refined
Beale_2D_XE,v71,28,1,788.2,30674,hgca_cma_refined
Beale_2D_XE,v54,29,1,786.5,30098,hgca_cma_refined
Beale_2D_XE,v71,29,1,805.0,30098,hgca_cma_refined
Griewank_20D,v54,0,1,1778.8,76836,hgca_cma_refined
Griewank_20D,v71,0,1,1659.6,76836,hgca_cma_refined
Griewank_20D,v54,1,1,5.0,11,direct_newton
Griewank_20D,v71,1,1,4.0,11,direct_newton
Griewank_20D,v54,2,1,1852.6,76840,hgca_cma_refined
Griewank_20D,v71,2,1,1763.9,76840,hgca_cma_refined
Griewank_20D,v54,3,1,1676.8,76838,hgca_cma_refined
Griewank_20D,v71,3,1,1756.7,76838,hgca_cma_refined
Griewank_20D,v54,4,1,1771.8,76838,hgca_cma_refined
Griewank_20D,v71,4,1,1986.1,76838,hgca_cma_refined
Griewank_20D,v54,5,1,1629.7,76844,hgca_cma_refined
Griewank_20D,v71,5,1,1189.9,76844,hgca_cma_refined
Griewank_20D,v54,6,1,824.2,79536,hgca_cma_refined
Griewank_20D,v71,6,1,947.2,79536,hgca_cma_refined
Griewank_20D,v54,7,1,950.0,76839,hgca_cma_refined
Griewank_20D,v71,7,1,1500.0,76839,hgca_cma_refined
Griewank_20D,v54,8,1,2057.5,76838,hgca_cma_refined
Griewank_20D,v71,8,1,1895.9,76838,hgca_cma_refined
Griewank_20D,v54,9,1,1807.5,76843,hgca_cma_refined
Griewank_20D,v71,9,1,1856.8,76843,hgca_cma_refined
Griewank_20D,v54,10,1,3.1,12,direct_newton
Griewank_20D,v71,10,1,3.0,12,direct_newton
Griewank_20D,v54,11,1,2028.0,76836,hgca_cma_refined
Griewank_20D,v71,11,1,1925.8,76836,hgca_cma_refined
Griewank_20D,v54,12,1,1743.3,79240,hgca_cma_refined
Griewank_20D,v71,12,1,920.2,79240,hgca_cma_refined
Griewank_20D,v54,13,1,1489.1,76839,hgca_cma_refined
Griewank_20D,v71,13,1,1155.3,76839,hgca_cma_refined
Griewank_20D,v54,14,1,1861.7,76837,hgca_cma_refined
Griewank_20D,v71,14,1,1882.4,76837,hgca_cma_refined
Griewank_20D,v54,15,1,1708.9,76840,hgca_cma_refined
